time,value,slope
47.23, 618, 151.71
47.25, 624, 161.65
47.28, 605, 170.04
47.29, 617, 179.15
47.31, 632, 188.84
47.34, 649, 198.51
47.36, 656, 208.77
47.38, 656, 218.34
47.40, 667, 228.68
47.42, 671, 238.41
47.44, 682, 248.88
47.46, 690, 258.81
47.48, 685, 268.66
47.50, 681, 278.19
47.52, 699, 288.36
47.54, 713, 298.34
47.56, 718, 308.96
47.59, 711, 318.70
47.61, 708, 327.63
47.63, 720, 337.40
47.65, 729, 346.71
47.67, 735, 355.39
47.69, 737, 364.63
47.71, 739, 373.08
47.73, 743, 380.95
47.75, 748, 387.56
47.77, 752, 395.75
47.79, 754, 402.17
47.81, 756, 408.60
47.84, 761, 414.59
47.86, 767, 420.91
47.88, 770, 425.55
47.90, 771, 431.79
47.92, 772, 435.86
47.94, 775, 439.97
47.96, 779, 443.52
47.98, 782, 448.18
48.00, 784, 450.52
48.02, 787, 454.06
48.04, 789, 456.52
48.06, 792, 458.72
48.09, 793, 458.89
48.11, 796, 461.71
48.13, 797, 462.86
48.15, 799, 462.28
48.28, 809, 410.16
48.30, 810, 409.84
48.32, 811, 409.33
48.34, 812, 407.89
48.36, 813, 407.01
48.38, 815, 405.23
48.40, 816, 402.61
48.42, 817, 400.77
48.44, 817, 398.39
48.46, 819, 395.36
48.48, 819, 391.72
48.50, 820, 387.75
48.53, 822, 383.80
48.55, 822, 379.72
48.57, 823, 375.13
48.59, 824, 370.12
48.61, 824, 364.74
48.63, 825, 359.13
48.65, 826, 353.30
48.67, 826, 346.82
48.69, 828, 340.81
48.71, 828, 334.16
48.73, 828, 326.95
48.75, 829, 320.26
48.78, 829, 312.94
48.79, 830, 305.35
48.82, 831, 297.57
48.84, 831, 289.64
48.86, 831, 281.57
48.88, 832, 273.34
48.90, 833, 264.94
48.92, 833, 256.38
48.94, 833, 247.69
48.96, 834, 238.89
48.98, 836, 230.03
49.00, 836, 220.81
49.03, 836, 212.02
49.04, 836, 202.87
49.07, 837, 193.28
49.09, 837, 184.45
49.11, 838, 197.71
49.13, 838, 186.75
49.15, 839, 176.04
49.17, 839, 165.33
49.19, 840, 154.84
49.21, 840, 143.80
49.23, 840, 133.49
49.25, 840, 122.71
49.27, 841, 112.19
49.29, 841, 101.57
49.31, 841, 91.41
49.34, 841, 80.99
49.35, 842, 70.94
49.38, 843, 60.90
49.39, 843, 51.01
49.42, 844, 41.05
49.43, 844, 31.43
49.45, 844, 21.79
49.47, 844, 12.30
49.49, 844, 2.95
49.51, 845, -6.27
49.53, 845, -15.32
49.55, 845, -24.20
49.57, 845, -32.89
49.59, 846, -41.35
49.62, 846, -49.55
49.64, 846, -57.68
49.66, 846, -65.52
49.68, 847, -73.02
49.70, 847, -80.48
49.72, 847, -87.65
49.74, 847, -94.46
49.76, 847, -101.24
49.78, 848, -107.53
49.81, 848, -113.47
49.83, 849, -119.39
49.85, 849, -124.90
49.87, 849, -129.98
49.89, 849, -135.12
49.91, 850, -139.81
49.94, 850, -143.89
49.96, 850, -148.22
49.98, 850, -152.12
50.00, 850, -155.74
50.02, 851, -158.90
50.04, 852, -162.33
50.07, 852, -164.71
50.09, 852, -167.41
50.11, 852, -169.67
50.13, 851, -171.70
50.15, 852, -173.22
50.18, 851, -174.72
50.20, 852, -175.55
50.22, 853, -176.33
50.24, 853, -176.87
50.26, 853, -177.19
50.28, 854, -177.24
50.31, 854, -177.06
50.33, 854, -176.85
50.35, 854, -176.01
50.37, 854, -174.99
50.39, 855, -173.93
50.42, 855, -172.86
50.44, 856, -171.37
50.46, 856, -170.10
50.48, 856, -168.25
50.50, 856, -166.60
50.53, 856, -164.38
50.55, 856, -162.40
50.57, 856, -159.88
50.59, 856, -157.56
50.61, 857, -154.69
50.63, 857, -152.03
50.66, 857, -149.08
50.68, 857, -146.32
50.70, 857, -143.12
50.72, 857, -140.11
50.74, 858, -136.62
50.76, 858, -133.33
50.79, 858, -129.64
50.81, 859, -126.12
50.83, 858, -122.23
50.85, 860, -118.47
50.88, 859, -114.37
50.90, 859, -110.48
50.92, 859, -106.30
50.94, 860, -102.25
50.96, 860, -97.90
50.98, 860, -93.83
51.00, 860, -89.46
51.02, 860, -85.25
51.04, 859, -80.90
51.07, 861, -76.47
51.09, 860, -72.06
51.11, 861, -67.59
51.13, 861, -63.09
51.15, 861, -58.59
51.17, 861, -54.08
51.19, 861, -49.56
51.21, 862, -45.01
51.23, 862, -40.45
51.25, 862, -35.93
51.27, 862, -31.43
51.29, 862, -26.96
51.31, 863, -22.49
51.34, 862, -18.08
51.36, 863, -13.67
51.38, 863, -9.29
51.40, 863, -4.96
51.42, 863, -0.67
51.44, 863, 3.59
51.46, 863, 7.79
51.47, 864, 11.96
51.49, 863, 16.07
51.51, 863, 20.11
51.53, 864, 24.12
51.55, 864, 28.03
51.57, 864, 31.94
51.59, 864, 35.68
51.61, 865, 39.40
51.63, 865, 43.02
51.65, 865, 46.65
51.67, 865, 49.95
51.69, 865, 53.43
51.71, 866, 56.67
51.73, 866, 59.88
51.75, 866, 63.03
51.77, 866, 66.02
51.79, 865, 68.79
51.81, 865, 71.44
51.83, 865, 73.99
51.85, 865, 76.45
51.87, 867, 78.80
51.89, 866, 81.03
51.91, 866, 83.11
51.93, 867, 85.10
51.95, 867, 86.98
51.97, 867, 88.73
51.99, 867, 90.37
52.01, 868, 92.01
52.03, 868, 93.29
52.05, 868, 94.68
52.07, 867, 95.69
52.09, 868, 96.85
52.11, 868, 97.61
52.13, 868, 98.54
52.15, 868, 99.07
52.17, 868, 99.73
52.19, 869, 100.05
52.21, 869, 100.14
52.23, 869, 99.98
52.25, 869, 99.96
52.27, 869, 99.55
52.29, 869, 99.31
52.31, 869, 99.10
52.33, 870, 98.53
52.35, 869, 98.07
52.37, 870, 97.30
52.38, 870, 96.68
52.41, 870, 95.69
52.42, 870, 94.85
52.44, 871, 93.71
52.47, 871, 92.73
52.49, 871, 91.42
52.50, 872, 90.27
52.52, 872, 88.92
52.54, 871, 87.35
52.56, 871, 85.93
52.58, 872, 84.29
52.60, 871, 82.77
52.62, 871, 80.97
52.64, 871, 79.32
52.66, 871, 77.35
52.68, 872, 75.59
52.70, 872, 73.58
52.72, 872, 71.77
52.74, 873, 69.58
52.76, 873, 67.62
52.78, 873, 65.45
52.80, 873, 63.30
52.82, 874, 61.23
52.84, 874, 58.97
52.86, 874, 56.87
52.88, 873, 54.53
52.90, 874, 52.35
52.92, 874, 50.08
52.94, 874, 47.80
52.96, 874, 45.45
52.98, 874, 43.18
53.00, 874, 40.84
53.02, 874, 38.60
53.04, 875, 36.24
53.06, 875, 34.03
53.08, 876, 31.67
53.10, 875, 29.38
53.12, 876, 27.17
53.14, 875, 24.84
53.16, 875, 22.58
53.18, 876, 20.32
53.20, 876, 18.14
53.22, 875, 15.90
53.24, 875, 13.69
53.26, 876, 11.53
53.28, 876, 9.39
53.29, 876, 7.26
53.31, 877, 5.20
53.33, 877, 3.20
53.35, 877, 1.23
53.37, 877, -0.74
53.39, 877, -2.64
53.41, 877, -4.49
53.43, 877, -6.29
53.45, 877, -8.07
53.47, 878, -9.77
53.49, 878, -11.45
53.51, 878, -13.03
53.53, 878, -14.62
53.55, 878, -16.13
53.57, 879, -17.58
53.59, 879, -18.93
53.61, 878, -20.31
53.63, 879, -21.60
53.65, 877, -22.93
53.67, 879, -24.04
53.69, 880, -25.13
53.72, 880, -26.18
53.74, 879, -27.15
53.76, 879, -28.12
53.78, 880, -28.93
53.80, 880, -29.75
53.82, 880, -30.44
53.84, 880, -31.18
53.86, 880, -31.74
53.88, 879, -32.47
53.90, 879, -32.99
53.92, 880, -33.44
53.94, 880, -33.90
53.97, 881, -34.22
53.99, 881, -34.52
54.01, 881, -34.76
54.03, 881, -34.92
54.05, 881, -35.03
54.07, 882, -35.04
54.09, 882, -35.08
54.11, 881, -35.02
54.13, 882, -34.86
54.15, 882, -34.70
54.17, 882, -34.54
54.19, 882, -34.20
54.22, 882, -33.99
54.24, 882, -33.69
54.26, 882, -33.35
54.28, 882, -32.93
54.30, 882, -32.62
54.32, 884, -32.09
54.34, 884, -31.60
54.36, 883, -31.10
54.38, 884, -30.58
54.40, 884, -29.94
54.42, 883, -29.44
54.44, 883, -28.77
54.47, 884, -28.10
54.49, 884, -27.32
54.51, 884, -26.66
54.53, 884, -25.87
54.55, 884, -25.13
54.57, 883, -24.41
54.59, 884, -23.53
54.61, 884, -22.74
54.63, 884, -21.91
54.65, 885, -21.05
54.67, 885, -20.10
54.69, 885, -19.23
54.71, 885, -18.24
54.74, 885, -17.26
54.76, 885, -16.30
54.78, 886, -15.31
54.80, 886, -14.30
54.82, 886, -13.32
54.84, 886, -12.33
54.86, 885, -11.35
54.88, 885, -10.37
54.90, 886, -9.41
54.92, 886, -8.43
54.94, 886, -7.43
54.96, 885, -6.48
54.98, 886, -5.52
55.00, 886, -4.53
55.02, 886, -3.57
55.04, 886, -2.60
55.06, 887, -1.60
55.08, 887, -0.61
55.10, 887, 0.37
55.12, 887, 1.35
55.14, 887, 2.26
55.15, 888, 3.20
55.17, 887, 4.13
55.19, 887, 5.01
55.21, 888, 5.92
55.23, 887, 6.81
55.25, 887, 7.71
55.27, 887, 8.54
55.29, 888, 9.41
55.31, 888, 10.24
55.33, 888, 11.06
55.35, 888, 11.85
55.36, 888, 12.66
55.38, 888, 13.43
55.40, 887, 14.12
55.42, 887, 14.81
55.44, 888, 15.47
55.46, 888, 16.14
55.48, 888, 16.74
55.50, 888, 17.36
55.52, 888, 17.91
55.54, 888, 18.48
55.56, 888, 18.95
55.58, 888, 19.47
55.60, 887, 19.83
55.62, 887, 20.24
55.64, 888, 20.66
55.66, 889, 21.09
55.68, 888, 21.41
55.70, 888, 21.72
55.72, 889, 22.05
55.74, 888, 22.29
55.76, 890, 22.56
55.78, 890, 22.84
55.80, 889, 23.00
55.82, 889, 23.17
55.84, 889, 23.30
55.86, 889, 23.32
55.88, 889, 23.41
55.90, 889, 23.38
55.92, 889, 23.41
55.94, 890, 23.30
55.96, 890, 23.29
55.98, 890, 23.26
56.00, 889, 23.08
56.02, 889, 22.94
56.04, 889, 22.74
56.06, 889, 22.59
56.08, 890, 22.36
56.10, 890, 22.16
56.12, 890, 21.95
56.13, 890, 21.71
56.15, 890, 21.43
56.17, 890, 21.18
56.19, 890, 20.90
56.21, 890, 20.65
56.23, 890, 20.32
56.25, 890, 19.96
56.27, 890, 19.63
56.29, 891, 19.26
56.31, 891, 18.96
56.33, 890, 18.52
56.35, 891, 18.16
56.37, 891, 17.75
56.39, 891, 17.41
56.41, 892, 17.05
56.43, 891, 16.65
56.45, 891, 16.19
56.47, 891, 15.76
56.49, 891, 15.30
56.51, 891, 14.82
56.53, 891, 14.39
56.55, 891, 13.84
56.57, 891, 13.33
56.59, 891, 12.81
56.61, 892, 12.35
56.63, 891, 11.83
56.65, 891, 11.34
56.67, 891, 10.80
56.69, 892, 10.33
56.71, 891, 9.81
56.73, 891, 9.28
56.74, 892, 8.78
56.76, 892, 8.27
56.78, 892, 7.82
56.80, 892, 7.33
56.82, 892, 6.87
56.84, 890, 6.34
56.86, 891, 5.82
56.88, 892, 5.32
56.90, 891, 4.81
56.91, 891, 4.31
56.93, 892, 3.83
56.95, 892, 3.36
56.97, 892, 2.90
56.99, 890, 2.37
57.01, 891, 1.89
57.03, 891, 1.41
57.04, 892, 0.98
57.06, 894, 0.58
57.08, 891, 0.10
57.10, 892, -0.32
57.12, 892, -0.75
57.14, 892, -1.17
57.16, 892, -1.59
57.18, 894, -1.96
57.20, 891, -2.39
57.22, 891, -2.80
57.24, 893, -3.15
57.26, 892, -3.51
57.28, 892, -3.85
57.30, 892, -4.20
57.32, 892, -4.51
57.34, 892, -4.82
57.36, 893, -5.10
57.38, 892, -5.41
57.40, 893, -5.65
57.42, 893, -5.87
57.44, 892, -6.12
57.46, 893, -6.35
57.48, 893, -6.54
57.50, 892, -6.74
57.52, 893, -6.92
57.54, 894, -7.05
57.56, 891, -7.28
57.58, 893, -7.43
57.60, 893, -7.55
57.62, 893, -7.61
57.63, 894, -7.66
57.65, 894, -7.70
57.67, 893, -7.75
57.69, 893, -7.77
57.71, 893, -7.85
57.73, 893, -7.87
57.75, 893, -7.91
57.77, 893, -7.86
57.79, 894, -7.80
57.81, 894, -7.73
57.83, 894, -7.67
57.85, 893, -7.72
57.87, 893, -7.64
57.89, 893, -7.60
57.91, 894, -7.52
57.93, 894, -7.43
57.95, 894, -7.31
57.97, 893, -7.31
57.99, 893, -7.18
58.01, 893, -7.05
58.03, 894, -6.94
58.05, 894, -6.81
58.07, 894, -6.63
58.09, 894, -6.47
58.11, 894, -6.31
58.13, 893, -6.15
58.15, 894, -6.00
58.17, 893, -5.83
58.19, 894, -5.67
58.21, 894, -5.48
58.23, 895, -5.25
58.25, 894, -5.06
58.27, 894, -4.87
58.29, 894, -4.64
58.31, 894, -4.44
58.33, 894, -4.27
58.35, 894, -3.99
58.37, 894, -3.78
58.39, 894, -3.56
58.40, 894, -3.35
58.42, 894, -3.16
58.44, 894, -2.98
58.47, 894, -2.75
58.48, 894, -2.52
58.50, 894, -2.30
58.52, 894, -2.07
58.54, 895, -1.81
58.56, 893, -1.62
58.58, 895, -1.39
58.60, 895, -1.17
58.62, 893, -1.01
58.64, 895, -0.75
58.66, 894, -0.53
58.68, 894, -0.31
58.70, 894, -0.12
58.72, 894, 0.06
58.74, 894, 0.25
58.76, 894, 0.46
58.78, 895, 0.71
58.80, 894, 0.92
58.81, 894, 1.09
58.83, 895, 1.30
58.85, 894, 1.47
58.87, 894, 1.63
58.89, 894, 1.79
58.91, 894, 1.99
58.93, 896, 2.20
58.95, 895, 2.42
58.96, 895, 2.60
58.98, 895, 2.77
59.00, 895, 2.91
59.02, 895, 3.08
59.04, 895, 3.24
59.06, 896, 3.42
59.08, 895, 3.57
59.10, 895, 3.73
59.11, 895, 3.87
59.13, 895, 4.00
59.15, 895, 4.13
59.17, 896, 4.29
59.19, 896, 4.44
59.21, 895, 4.55
59.23, 895, 4.67
59.24, 895, 4.77
59.26, 895, 4.86
59.28, 896, 5.00
59.30, 896, 5.09
59.32, 896, 5.22
59.34, 896, 5.31
59.36, 895, 5.35
59.38, 895, 5.44
59.40, 896, 5.50
59.41, 895, 5.56
59.43, 895, 5.62
59.45, 896, 5.68
59.47, 895, 5.73
59.49, 895, 5.75
59.51, 896, 5.81
59.53, 895, 5.78
59.54, 895, 5.80
59.56, 895, 5.80
59.58, 895, 5.76
59.60, 895, 5.77
59.62, 895, 5.75
59.64, 896, 5.78
59.66, 896, 5.78
59.68, 895, 5.71
59.69, 895, 5.64
59.71, 895, 5.57
59.73, 896, 5.54
59.75, 896, 5.49
59.77, 895, 5.42
59.79, 896, 5.35
59.81, 896, 5.28
59.83, 895, 5.18
59.84, 895, 5.09
59.86, 896, 5.01
59.88, 896, 4.95
59.90, 895, 4.85
59.92, 895, 4.69
59.94, 896, 4.59
59.96, 896, 4.50
59.97, 896, 4.42
59.99, 895, 4.29
60.01, 896, 4.21
60.03, 896, 4.08
60.05, 896, 3.95
60.07, 896, 3.82
60.09, 896, 3.68
60.11, 896, 3.59
60.13, 896, 3.48
60.14, 896, 3.35
60.16, 896, 3.24
60.18, 896, 3.12
60.20, 896, 2.99
60.22, 896, 2.88
60.24, 896, 2.77
60.26, 895, 2.58
60.28, 896, 2.48
60.29, 896, 2.36
60.31, 896, 2.26
60.33, 896, 2.14
60.35, 896, 2.03
60.37, 896, 1.92
60.39, 896, 1.77
60.41, 896, 1.63
60.42, 896, 1.52
60.44, 895, 1.38
60.46, 895, 1.24
60.48, 897, 1.14
60.50, 896, 1.00
60.52, 895, 0.86
60.54, 896, 0.73
60.56, 896, 0.60
60.57, 897, 0.54
60.59, 896, 0.44
60.61, 896, 0.32
60.63, 896, 0.19
60.65, 896, 0.11
60.67, 896, 0.02
60.69, 897, -0.06
60.71, 895, -0.20
60.73, 895, -0.35
60.75, 897, -0.39
60.77, 896, -0.49
60.79, 896, -0.59
60.81, 896, -0.69
60.83, 897, -0.75
60.85, 897, -0.81
60.87, 896, -0.89
60.88, 897, -0.95
60.90, 896, -1.03
60.92, 896, -1.11
60.94, 897, -1.15
60.96, 895, -1.25
60.98, 897, -1.29
61.00, 897, -1.32
61.02, 897, -1.32
61.04, 897, -1.35
61.06, 896, -1.40
61.08, 896, -1.45
61.10, 897, -1.47
61.12, 897, -1.48
61.14, 897, -1.49
61.16, 897, -1.51
61.18, 897, -1.51
61.20, 897, -1.51
61.22, 897, -1.48
61.24, 897, -1.45
61.26, 897, -1.47
61.28, 897, -1.46
61.30, 897, -1.42
61.32, 897, -1.40
61.34, 897, -1.38
61.36, 897, -1.39
61.38, 897, -1.37
61.40, 897, -1.34
61.42, 897, -1.31
61.44, 897, -1.28
61.46, 897, -1.25
61.48, 898, -1.21
61.50, 898, -1.11
61.52, 897, -1.04
61.54, 898, -1.00
61.56, 898, -0.93
61.58, 898, -0.85
61.60, 898, -0.77
61.62, 897, -0.75
61.63, 897, -0.73
61.66, 897, -0.68
61.67, 897, -0.66
61.69, 897, -0.60
61.72, 897, -0.54
61.73, 897, -0.51
61.75, 898, -0.39
61.77, 897, -0.36
61.79, 897, -0.33
61.81, 898, -0.26
61.83, 897, -0.23
61.85, 897, -0.16
61.87, 897, -0.10
61.89, 897, -0.06
61.91, 897, -0.02
61.93, 897, 0.01
61.95, 897, 0.05
61.97, 898, 0.12
61.99, 897, 0.16
62.01, 897, 0.19
62.03, 897, 0.23
62.04, 897, 0.26
62.06, 898, 0.33
62.08, 897, 0.37
62.10, 897, 0.41
62.12, 897, 0.44
62.14, 898, 0.51
62.16, 897, 0.54
62.17, 897, 0.58
62.19, 897, 0.61
62.21, 897, 0.64
62.23, 897, 0.68
62.25, 897, 0.68
62.27, 898, 0.71
62.29, 898, 0.77
62.31, 897, 0.76
62.33, 897, 0.75
62.34, 898, 0.78
62.36, 898, 0.80
62.38, 897, 0.82
62.40, 898, 0.87
62.42, 897, 0.89
62.44, 897, 0.91
62.46, 897, 0.92
62.47, 897, 0.94
62.49, 897, 0.95
62.51, 897, 0.93
62.53, 898, 0.97
62.55, 898, 1.02
62.57, 898, 1.03
62.59, 898, 1.07
62.61, 897, 1.07
62.62, 898, 1.11
62.64, 898, 1.15
62.66, 898, 1.18
62.68, 898, 1.22
62.70, 898, 1.25
62.72, 898, 1.25
62.74, 898, 1.28
62.76, 898, 1.31
62.77, 897, 1.30
62.79, 897, 1.29
62.81, 897, 1.25
62.83, 897, 1.24
62.85, 897, 1.23
62.87, 897, 1.22
62.89, 897, 1.17
62.90, 897, 1.16
62.92, 898, 1.18
62.94, 897, 1.16
62.96, 898, 1.18
62.98, 898, 1.19
63.00, 898, 1.21
63.02, 898, 1.19
63.04, 897, 1.14
63.06, 898, 1.15
63.07, 898, 1.16
63.09, 897, 1.11
63.11, 898, 1.09
63.13, 898, 1.10
63.15, 898, 1.08
63.17, 898, 1.09
63.19, 898, 1.10
63.21, 898, 1.11
63.22, 898, 1.12
63.24, 898, 1.13
63.26, 898, 1.14
63.28, 898, 1.12
63.30, 897, 1.06
63.32, 898, 1.03
63.34, 898, 1.00
63.35, 898, 1.01
63.37, 898, 0.98
63.39, 898, 0.95
63.41, 897, 0.89
63.43, 898, 0.86
63.45, 898, 0.83
63.47, 898, 0.80
63.49, 898, 0.77
63.50, 897, 0.70
63.52, 897, 0.67
63.54, 897, 0.64
63.56, 898, 0.64
63.58, 898, 0.64
63.60, 898, 0.64
63.62, 898, 0.65
63.63, 898, 0.65
63.65, 898, 0.65
63.67, 898, 0.62
63.69, 898, 0.63
63.71, 897, 0.57
63.73, 898, 0.54
63.75, 898, 0.51
63.77, 897, 0.44
63.78, 897, 0.41
63.80, 898, 0.39
63.82, 898, 0.36
63.84, 898, 0.36
63.86, 897, 0.30
63.88, 897, 0.24
63.90, 898, 0.21
63.92, 898, 0.19
63.94, 898, 0.16
63.95, 898, 0.13
63.97, 898, 0.10
63.99, 898, 0.07
64.01, 898, 0.05
64.03, 898, 0.02
64.05, 898, 0.03
64.07, 898, -0.00
64.09, 898, -0.03
64.11, 898, -0.05
64.13, 898, -0.08
64.14, 898, -0.10
64.16, 898, -0.09
64.18, 898, -0.11
64.20, 897, -0.16
64.22, 898, -0.18
64.24, 898, -0.20
64.26, 898, -0.18
64.28, 898, -0.17
64.30, 898, -0.15
64.32, 898, -0.17
64.34, 898, -0.18
64.36, 898, -0.20
64.38, 898, -0.21
64.40, 898, -0.23
64.42, 898, -0.24
64.44, 900, -0.19
64.46, 898, -0.21
64.48, 898, -0.19
64.50, 898, -0.20
64.52, 898, -0.21
64.54, 899, -0.16
64.56, 899, -0.11
64.58, 899, -0.08
64.60, 899, -0.06
64.62, 899, -0.03
64.64, 898, -0.01
64.66, 899, 0.05
64.68, 899, 0.08
64.70, 899, 0.10
64.71, 899, 0.13
64.73, 899, 0.16
64.75, 898, 0.16
64.77, 898, 0.16
64.79, 898, 0.15
64.81, 899, 0.19
64.83, 899, 0.22
64.85, 899, 0.25
64.86, 899, 0.28
64.88, 899, 0.32
64.90, 899, 0.35
64.92, 899, 0.39
64.94, 899, 0.42
64.96, 899, 0.46
64.98, 899, 0.53
65.00, 899, 0.56
65.01, 900, 0.63
65.03, 899, 0.67
65.05, 899, 0.71
65.07, 900, 0.78
65.09, 900, 0.85
65.11, 900, 0.92
65.13, 899, 0.96
65.14, 899, 1.00
65.16, 899, 1.04
65.18, 899, 1.08
65.20, 900, 1.09
65.22, 900, 1.16
65.24, 900, 1.23
65.26, 899, 1.27
65.28, 899, 1.31
65.29, 900, 1.35
65.31, 899, 1.35
65.33, 900, 1.39
65.35, 899, 1.40
65.37, 899, 1.40
65.39, 899, 1.43
65.41, 899, 1.43
65.43, 899, 1.43
65.44, 900, 1.46
65.46, 900, 1.49
65.48, 900, 1.52
65.50, 899, 1.55
65.52, 899, 1.58
65.54, 899, 1.61
65.56, 900, 1.64
65.58, 900, 1.67
65.60, 900, 1.69
65.61, 900, 1.72
65.63, 900, 1.74
65.65, 900, 1.77
65.67, 899, 1.76
65.69, 899, 1.75
65.71, 900, 1.77
65.73, 899, 1.76
65.74, 899, 1.74
65.76, 900, 1.72
65.78, 900, 1.74
65.80, 900, 1.76
65.82, 899, 1.70
65.84, 899, 1.65
65.86, 899, 1.59
65.88, 899, 1.57
65.89, 899, 1.54
65.91, 899, 1.51
65.93, 899, 1.49
65.95, 900, 1.46
65.97, 899, 1.40
65.99, 899, 1.33
66.01, 899, 1.30
66.03, 900, 1.30
66.04, 900, 1.27
66.06, 899, 1.23
66.08, 899, 1.17
66.10, 899, 1.13
66.12, 899, 1.09
66.14, 900, 1.09
66.16, 900, 1.09
66.18, 900, 1.08
66.19, 900, 1.05
66.21, 899, 0.98
66.23, 900, 0.94
66.25, 899, 0.90
66.27, 899, 0.86
66.29, 900, 0.86
66.31, 900, 0.81
66.32, 899, 0.74
66.34, 900, 0.70
66.36, 900, 0.65
66.38, 900, 0.61
66.40, 900, 0.57
66.42, 900, 0.56
66.44, 900, 0.55
66.46, 899, 0.47
66.47, 899, 0.42
66.49, 899, 0.38
66.51, 899, 0.30
66.53, 899, 0.23
66.55, 899, 0.15
66.57, 900, 0.14
66.59, 899, 0.10
66.61, 900, 0.09
66.62, 900, 0.09
66.64, 900, 0.08
66.66, 900, 0.08
66.68, 900, 0.07
66.70, 900, 0.04
66.72, 899, 0.00
66.74, 900, 0.00
66.75, 900, 0.00
66.78, 899, -0.06
66.79, 899, -0.13
66.81, 900, -0.12
66.83, 900, -0.12
66.85, 900, -0.11
66.87, 900, -0.11
66.89, 900, -0.14
66.91, 899, -0.20
66.93, 899, -0.26
66.95, 900, -0.28
66.97, 899, -0.30
66.99, 900, -0.33
67.01, 900, -0.32
67.03, 899, -0.34
67.05, 899, -0.39
67.07, 899, -0.44
67.09, 900, -0.43
67.11, 900, -0.44
67.13, 900, -0.46
67.15, 899, -0.51
67.17, 900, -0.52
67.19, 900, -0.53
67.21, 900, -0.54
67.23, 900, -0.52
67.25, 899, -0.53
67.27, 899, -0.54
67.29, 900, -0.51
67.31, 900, -0.49
67.33, 899, -0.49
67.35, 900, -0.49
67.37, 900, -0.46
67.39, 900, -0.46
67.41, 899, -0.50
67.43, 900, -0.50
67.45, 900, -0.50
67.47, 899, -0.53
67.49, 900, -0.53
67.51, 900, -0.50
67.53, 899, -0.53
67.54, 900, -0.53
67.56, 900, -0.50
67.58, 899, -0.49
67.60, 900, -0.49
67.62, 900, -0.49
67.64, 900, -0.49
67.66, 900, -0.48
67.68, 900, -0.48
67.70, 900, -0.44
67.72, 899, -0.44
67.74, 900, -0.43
67.76, 900, -0.39
67.78, 899, -0.42
67.80, 900, -0.41
67.82, 900, -0.37
67.84, 900, -0.33
67.86, 901, -0.25
67.88, 900, -0.24
67.90, 900, -0.23
67.92, 900, -0.22
67.94, 900, -0.18
67.96, 900, -0.17
67.98, 901, -0.12
68.00, 900, -0.11
68.02, 900, -0.09
68.04, 899, -0.08
68.06, 900, -0.04
68.08, 900, -0.02
68.10, 900, -0.01
68.12, 901, 0.06
68.14, 901, 0.11
68.15, 899, 0.09
68.17, 899, 0.07
68.19, 899, 0.08
68.21, 899, 0.06
68.23, 901, 0.10
68.25, 901, 0.18
68.27, 900, 0.20
68.29, 900, 0.21
68.31, 900, 0.25
68.32, 900, 0.27
68.34, 900, 0.28
68.36, 901, 0.36
68.38, 901, 0.40
68.40, 901, 0.45
68.42, 901, 0.50
68.44, 899, 0.48
68.46, 901, 0.52
68.47, 901, 0.57
68.49, 901, 0.64
68.51, 901, 0.69
68.53, 900, 0.70
68.55, 901, 0.78
68.57, 901, 0.82
68.59, 901, 0.86
68.60, 900, 0.87
68.62, 901, 0.88
68.64, 901, 0.92
68.66, 901, 0.96
68.68, 901, 1.00
68.70, 901, 1.04
68.72, 901, 1.08
68.74, 901, 1.08
68.75, 901, 1.12
68.77, 899, 1.09
68.79, 899, 1.09
68.81, 901, 1.13
68.83, 901, 1.17
68.85, 901, 1.20
68.87, 901, 1.20
68.89, 901, 1.20
68.90, 901, 1.26
68.92, 901, 1.33
68.94, 901, 1.39
68.96, 901, 1.46
68.98, 901, 1.45
69.00, 901, 1.45
69.02, 901, 1.48
69.04, 901, 1.50
69.05, 900, 1.50
69.07, 901, 1.53
69.09, 902, 1.58
69.11, 901, 1.58
69.13, 901, 1.56
69.15, 901, 1.56
69.17, 902, 1.57
69.18, 901, 1.63
69.20, 901, 1.62
69.22, 901, 1.60
69.24, 901, 1.58
69.26, 901, 1.57
69.28, 901, 1.58
69.30, 901, 1.56
69.32, 901, 1.54
69.33, 901, 1.52
69.35, 902, 1.56
69.37, 902, 1.57
69.39, 902, 1.58
69.41, 901, 1.56
69.43, 901, 1.53
69.45, 901, 1.51
69.47, 901, 1.48
69.48, 901, 1.46
69.50, 902, 1.46
69.52, 902, 1.53
69.54, 902, 1.61
69.56, 901, 1.58
69.58, 901, 1.55
69.60, 901, 1.52
69.61, 901, 1.49
69.64, 901, 1.45
69.65, 901, 1.43
69.67, 901, 1.39
69.69, 902, 1.39
69.71, 902, 1.39
69.73, 901, 1.35
69.75, 902, 1.35
69.77, 901, 1.31
69.78, 901, 1.28
69.80, 902, 1.30
69.82, 901, 1.27
69.84, 901, 1.19
69.86, 902, 1.19
69.88, 902, 1.18
69.90, 901, 1.14
69.92, 901, 1.07
69.93, 902, 1.06
69.95, 902, 1.05
69.97, 901, 1.01
69.99, 901, 0.97
70.01, 902, 0.97
70.03, 902, 0.96
70.05, 901, 0.92
70.07, 901, 0.89
70.08, 902, 0.88
70.10, 902, 0.84
70.12, 902, 0.80
70.14, 901, 0.73
70.16, 901, 0.69
70.18, 901, 0.65
